original_language,original_title,popularity,release_date,vote_average,vote_count,runtime_minutes,genres,averagerating,numvotes
en,Nightworld,5.712,10,4.5,36,92.0,"Horror,Thriller",4.4,1837
en,American Satan,5.707,10,6.1,55,111.0,"Drama,Music,Thriller",5.5,2599
en,Running Wild,5.691,2,6.4,26,84.0,"Comedy,Drama",6.2,24
en,Running Wild,5.691,2,6.4,26,99.0,"Drama,Western",6.0,1102
en,The Meyerowitz Stories (New and Selected),5.689,10,6.4,465,112.0,"Comedy,Drama",6.9,30001
en,All I Wish,5.688,5,5.4,26,94.0,"Comedy,Drama,Romance",5.0,872
es,Zama,5.671,9,6.9,50,115.0,Drama,6.8,3982
en,Palm Swings,5.656,10,5.7,7,95.0,"Comedy,Drama,Romance",4.4,482
en,Skybound,5.613,11,4.6,16,82.0,"Action,Thriller",5.8,3923
en,Freak Show,5.589,1,7.2,49,91.0,"Comedy,Drama",6.3,1961
de,Elser,5.585,6,6.9,136,114.0,"Biography,Drama,War",7.0,7239
en,Gaga: Five Foot Two,5.544,9,7.7,368,100.0,"Documentary,Music",7.1,9887
en,Dead Night,5.524,7,4.4,19,86.0,"Fantasy,Horror",4.3,892
en,Mountain,5.489,9,7.9,25,74.0,Documentary,7.2,2529
en,Bitter Harvest,5.489,2,6.2,42,103.0,"Drama,Romance,War",6.1,3057
en,The Monster Project,5.484,8,4.7,52,95.0,"Action,Fantasy,Horror",4.4,2364
en,Female Fight Club,5.477,8,5.5,18,90.0,"Action,Drama",4.3,905
en,Crash Pad,5.458,10,6.0,49,91.0,Comedy,5.7,2208
no,Kongens nei,5.428,1,6.9,52,133.0,"Biography,Drama,History",7.2,5637
en,Cinderella's Hot Night,5.428,5,6.0,55,81.0,Comedy,4.6,59
en,Most Beautiful Island,5.411,11,5.3,45,80.0,"Drama,Horror,Thriller",5.7,2418
en,Carrie Pilby,5.392,3,7.2,163,98.0,"Comedy,Drama",6.6,5181
en,Oceans Rising,5.369,1,3.6,37,87.0,"Action,Adventure,Drama",2.4,1501
en,The Song of Sway Lake,5.361,6,3.5,3,100.0,"Drama,Music,Romance",6.2,215
en,Landline,5.321,7,6.5,47,97.0,"Comedy,Drama",6.4,3559
en,Landline,5.321,7,6.5,47,103.0,Comedy,5.3,29
en,The Hero,5.311,6,6.2,84,106.0,Drama,8.1,36
en,The Hero,5.311,6,6.2,84,96.0,"Drama,Romance",6.5,6796
en,Chris Brown: Welcome to My Life,5.3,6,6.4,226,80.0,Documentary,5.8,888
en,78/52,5.271,10,7.6,48,91.0,Documentary,7.3,2316
fr,Nocturama,5.25,8,6.7,88,130.0,"Drama,Thriller",6.5,3460
en,All About the Money,5.193,6,6.0,15,90.0,"Action,Adventure,Comedy",6.0,2024
en,Aardvark,5.181,4,5.4,11,80.0,"Crime,Thriller",5.8,60
en,Aardvark,5.181,4,5.4,11,89.0,Drama,4.6,393
en,Bottom of the World,5.136,3,5.4,58,85.0,"Drama,Mystery,Thriller",5.4,4438
en,The Feels,5.129,6,5.9,46,90.0,"Comedy,Romance",5.2,1140
en,Deidra & Laney Rob a Train,5.128,1,5.8,64,92.0,"Comedy,Crime,Drama",6.1,1333
en,Voyeur,5.113,10,6.3,67,95.0,Documentary,6.2,3442
de,Die göttliche Ordnung,5.109,7,7.5,49,96.0,"Comedy,Drama",7.0,1729
en,Eat Locals,5.084,4,5.4,61,94.0,"Action,Comedy,Horror",5.2,1605
fr,Cézanne et moi,5.083,3,6.1,70,117.0,"Biography,Drama",6.0,774
en,Blood Hunt,5.08,6,4.9,7,78.0,"Action,Horror",4.5,366
en,Long Shot,5.034,9,7.2,39,125.0,"Comedy,Romance",7.2,12814
en,Ayla,5.021,10,3.9,14,83.0,Drama,6.0,80
en,Ayla,5.021,10,3.9,14,86.0,"Drama,Fantasy,Horror",3.3,541
is,Undir trénu,5.005,7,7.2,36,89.0,"Comedy,Drama,Mystery",6.9,2486
fr,Ava,5.004,11,6.1,65,105.0,"Drama,Romance",6.7,1517
fr,Ava,5.004,11,6.1,65,88.0,Drama,7.3,17
fr,Ava,5.004,11,6.1,65,102.0,Drama,6.8,192
en,Non-Transferable,4.995,2,5.8,56,83.0,Comedy,5.4,746
en,The Drowning,4.992,5,4.5,62,95.0,"Drama,Thriller",4.4,2235
en,Submission,4.975,3,6.0,8,106.0,Drama,5.5,740
en,Submission,4.975,3,6.0,8,94.0,"Drama,Sport",9.7,6
en,Submission,4.975,3,6.0,8,60.0,Horror,5.3,6
en,Frat Star,4.922,1,4.6,10,85.0,"Comedy,Drama",3.5,414
en,Spark: A Space Tail,4.901,4,4.4,28,91.0,"Action,Adventure,Animation",4.5,869
en,The Transfiguration,4.886,4,6.1,63,97.0,"Drama,Horror",6.0,2904
en,The Hippopotamus,4.88,1,6.7,43,89.0,Comedy,6.4,2921
en,Last Supper,4.863,2,6.2,38,77.0,Thriller,4.9,24
en,Last Supper,1.573,7,6.0,1,77.0,Thriller,4.9,24
fr,"Polina, danser sa vie",4.834,8,6.6,56,108.0,Drama,6.7,1327
en,Pin Cushion,4.823,7,6.9,20,82.0,Drama,6.5,760
en,Charlie Charlie,4.821,1,3.9,15,85.0,Horror,2.5,605
en,Charlie Charlie,0.901,1,3.1,8,85.0,Horror,2.5,605
en,Breakdown Lane,4.784,1,4.1,12,76.0,"Drama,Horror",2.7,309
en,American Exorcist,4.777,11,5.8,4,89.0,"Comedy,Horror",2.8,117
en,American Violence,4.743,2,4.7,22,76.0,"Crime,Drama,Thriller",7.2,6
en,American Violence,4.743,2,4.7,22,107.0,"Crime,Drama,Thriller",4.5,1482
en,Once Upon a Time at Christmas,4.742,12,3.9,8,97.0,Horror,3.4,283
en,The Sense of an Ending,4.711,3,6.1,84,108.0,"Drama,Mystery",6.3,5001
en,The Ballerina,4.695,10,6.2,11,106.0,"Drama,Horror,Thriller",4.4,395
en,Love Beats Rhymes,4.657,12,5.7,58,106.0,"Drama,Musical",5.3,690
fr,Moka,4.649,5,6.1,51,89.0,Drama,6.2,841
en,Suck It Up,4.598,1,5.1,11,101.0,"Comedy,Drama",4.7,369
en,Bornless Ones,4.577,2,4.7,26,81.0,Horror,4.6,955
en,Alterscape,4.552,7,3.0,7,90.0,"Action,Sci-Fi,Thriller",6.0,1324
en,Jane,4.494,10,7.7,39,90.0,"Biography,Documentary",7.8,3018
en,Jane,4.494,10,7.7,39,104.0,Drama,6.6,35
en,Jane,1.8,10,6.0,1,90.0,"Biography,Documentary",7.8,3018
en,Jane,1.8,10,6.0,1,104.0,Drama,6.6,35
en,Krystal,4.482,4,4.1,21,90.0,"Comedy,Drama",5.3,846
en,Bombshell: The Hedy Lamarr Story,4.457,4,7.2,37,88.0,"Biography,Documentary,History",7.4,2422
en,Devil in the Dark,4.449,3,4.7,39,82.0,"Horror,Thriller",4.7,1312
en,The Gracefield Incident,4.446,7,4.9,56,89.0,"Action,Horror,Mystery",4.1,1840
en,Max 2: White House Hero,4.441,5,6.6,40,85.0,Family,5.3,980
sv,Sameblod,4.399,1,7.4,47,110.0,"Drama,History",7.3,4739
en,Golden Exits,4.369,2,6.2,25,94.0,Drama,5.8,1479
en,Charismata,4.368,11,4.4,14,96.0,"Crime,Horror,Mystery",4.4,484
en,City of Ghosts,4.341,7,7.1,24,92.0,"Documentary,War",7.4,2925
es,Salvaje despertar,4.335,6,7.0,5,89.0,Drama,4.0,155
en,Princess Cyd,4.291,11,6.8,44,96.0,"Drama,Romance",6.7,2161
en,"The Games of the V Olympiad Stockholm, 1912",4.243,12,6.0,3,170.0,"Documentary,Sport",6.6,60
en,Negative,4.213,1,4.4,7,99.0,"Drama,Thriller",4.4,370
es,Madre,4.154,3,6.4,30,107.0,Drama,7.8,59
es,Madre,4.154,3,6.4,30,95.0,"Drama,Horror,Thriller",5.7,977
es,Madre,3.204,3,6.4,28,107.0,Drama,7.8,59
es,Madre,3.204,3,6.4,28,95.0,"Drama,Horror,Thriller",5.7,977
en,Gremlin,4.129,1,4.3,31,90.0,"Horror,Thriller",3.8,710
en,The Farthest,4.101,4,8.0,40,121.0,"Documentary,History",8.2,2832
en,Lost in London,4.083,1,6.4,18,103.0,"Comedy,Drama",6.3,2016
en,On Wings of Eagles,4.075,11,5.7,16,108.0,"Drama,History,Sport",5.5,575
en,Harry Styles: Behind the Album,4.049,5,8.3,41,49.0,Biography,8.5,371
en,Breath,4.043,11,6.9,30,115.0,"Drama,Sport",6.8,1898
en,Beyond Skyline,4.043,12,4.9,523,106.0,"Action,Adventure,Horror",5.3,15253
en,All Saints,4.042,8,6.1,25,108.0,Drama,6.0,1220
en,Pottersville,4.041,11,5.2,52,84.0,Comedy,5.3,2854
en,Night Howl,3.963,12,4.0,6,75.0,Horror,2.8,119
en,DriverX,3.945,11,5.6,7,98.0,Drama,5.5,450
en,Moontrap: Target Earth,3.924,2,3.4,13,85.0,"Action,Adventure,Sci-Fi",4.8,3272
en,Bad Grandmas,3.91,11,4.4,7,92.0,"Action,Comedy,Crime",4.5,556
en,Blue My Mind,3.909,9,6.2,25,97.0,"Drama,Fantasy",6.1,1299
en,Risk,3.878,5,6.8,22,86.0,Documentary,6.3,1773
en,Unhinged,3.864,8,5.1,6,95.0,Thriller,4.2,184
en,Unhinged,3.864,8,5.1,6,93.0,Horror,4.2,512
en,Butterfly Caught,3.861,10,5.3,7,107.0,Drama,4.7,216
es,No culpes al karma de lo que te pasa por gilipollas,3.856,3,5.5,43,98.0,Comedy,4.8,722
da,De sidste mænd i Aleppo,3.853,5,6.9,39,83.0,"Documentary,War",7.4,2236
en,Robo-Dog: Airborne,3.842,3,0.0,3,88.0,Family,5.3,124
en,The Scent of Rain & Lightning,3.82,2,5.5,18,100.0,"Drama,Mystery,Western",5.1,687
en,High Fantasy,3.813,11,6.8,4,71.0,"Comedy,Drama",4.3,126
en,Mad Families,3.804,1,4.3,27,90.0,Comedy,4.2,1054
en,Ryde,3.788,9,4.3,52,84.0,"Crime,Horror,Thriller",6.0,8037
en,Cross Wars,3.772,2,4.5,17,98.0,"Action,Fantasy",2.4,446
es,Handia,3.734,10,6.6,55,114.0,"Drama,History",6.8,2638
en,I Do... Until I Don't,3.723,9,4.8,20,106.0,Comedy,4.5,1017
en,Lady-Like,3.687,10,5.5,11,82.0,"Comedy,Romance",5.7,1367
en,Anything,3.681,6,0.0,7,94.0,"Drama,Romance",5.8,432
en,Codename: Diablo!,3.673,12,5.0,1,90.0,"Action,Comedy",8.2,61
en,Monster Island,3.665,9,5.4,26,90.0,Action,2.5,111
en,Monster Island,3.665,9,5.4,26,80.0,"Adventure,Animation,Comedy",4.9,492
en,The Tribes of Palos Verdes,3.651,12,5.3,41,104.0,Drama,5.8,1702
en,Hollywood Dirt,3.64,9,6.1,14,85.0,Romance,6.3,686
en,Get Me Roger Stone,3.618,4,7.1,58,92.0,"Biography,Documentary",7.4,5362
yi,Menashe,3.614,7,6.4,23,82.0,Drama,6.5,1508
en,Girl Followed,3.606,5,4.7,10,90.0,Thriller,5.1,417
en,Bad Day for the Cut,3.604,1,6.5,50,99.0,"Crime,Drama,Thriller",6.5,3783
en,Cut Shoot Kill,3.603,8,5.7,11,98.0,"Action,Horror,Thriller",4.5,398
en,Domain,3.59,3,6.3,11,97.0,"Drama,Sci-Fi,Thriller",5.4,646
en,"Yes, God, Yes",3.57,4,5.3,27,78.0,Drama,7.2,52
en,Cold Zone,3.559,5,4.4,23,85.0,"Action,Sci-Fi",3.4,495
en,A Plastic Ocean,3.553,3,7.7,41,102.0,Documentary,8.0,1662
en,The Current War,3.553,10,5.7,16,105.0,"Biography,Drama,History",6.0,573
en,Troy the Odyssey,3.543,10,3.8,12,90.0,"Action,Adventure,Fantasy",2.6,461
en,Instant Death,3.534,5,4.9,12,84.0,Action,4.3,356
en,Halfway,3.517,4,6.3,3,103.0,Drama,6.4,94
en,In Search of Fellini,3.513,9,5.9,20,93.0,"Adventure,Drama,Romance",6.2,1559
en,Billy Boy,3.512,6,5.1,7,90.0,"Crime,Drama,Thriller",4.5,286
en,The Hatred,3.501,8,4.1,33,90.0,"Drama,Horror,Mystery",3.7,1821
en,The Hatred,3.501,8,4.1,33,59.0,"Horror,Thriller,Western",5.8,29
en,I Am Not a Witch,3.499,9,6.9,33,93.0,Drama,6.9,2062
en,Inheritance,3.499,3,6.4,5,88.0,Drama,5.9,121
en,Inheritance,3.499,3,6.4,5,75.0,Drama,3.9,183
en,Inheritance,3.499,3,6.4,5,90.0,"Drama,Horror,Mystery",3.6,284
en,Inheritance,3.499,3,6.4,5,94.0,Drama,3.4,7
en,Inheritance,1.572,6,4.5,6,88.0,Drama,5.9,121
en,Inheritance,1.572,6,4.5,6,75.0,Drama,3.9,183
en,Inheritance,1.572,6,4.5,6,90.0,"Drama,Horror,Mystery",3.6,284
en,Inheritance,1.572,6,4.5,6,94.0,Drama,3.4,7
en,Best F(r)iends: Volume 1,3.487,9,5.2,31,108.0,"Comedy,Drama,Thriller",5.6,2054
en,The Sound,3.486,9,4.1,21,92.0,"Horror,Mystery,Thriller",3.7,1323
en,Justice,3.464,9,4.1,15,92.0,Western,4.1,722
en,"Love, Cecil",3.426,9,6.3,4,98.0,Documentary,6.5,164
es,La noche que mi madre mató a mi padre,3.419,3,6.4,58,94.0,Comedy,6.3,1107
en,Blood Feast,3.402,6,4.3,6,90.0,Horror,4.9,653
en,The Creature Below,3.388,2,4.4,22,83.0,"Horror,Sci-Fi",3.5,728
en,Sun Dogs,3.383,6,7.1,35,94.0,"Comedy,Drama",6.3,1223
en,The Holly Kane Experiment,3.375,3,5.7,13,103.0,Thriller,5.0,631
pt,Aos Teus Olhos,3.362,10,6.9,34,87.0,Drama,6.6,495
en,The Relationtrip,3.356,3,6.0,3,90.0,Comedy,5.6,380
en,Circus Kane,3.355,10,3.8,28,88.0,Horror,4.5,637
ar,Insyriated,3.346,5,7.1,35,85.0,"Drama,War",7.0,1882
en,Gnaw,3.329,12,2.9,18,97.0,Horror,5.3,859
en,Crazy Famous,3.312,3,5.3,9,78.0,"Action,Comedy",5.1,433
en,Awaken the Shadowman,3.308,7,3.7,29,90.0,"Horror,Thriller",4.3,1765
en,Land of Smiles,3.297,5,4.4,14,90.0,"Adventure,Horror,Thriller",4.6,1056
en,The Sandman,3.293,10,5.4,24,106.0,"Drama,Family,Fantasy",9.0,6
en,The Sandman,3.293,10,5.4,24,90.0,Horror,4.6,1095
en,Bitch,3.282,1,5.0,27,82.0,"Adventure,Comedy,Drama",6.6,9
en,Bitch,3.282,1,5.0,27,93.0,"Comedy,Drama,Thriller",5.0,1469
sv,Bitch,1.14,3,5.0,1,82.0,"Adventure,Comedy,Drama",6.6,9
sv,Bitch,1.14,3,5.0,1,93.0,"Comedy,Drama,Thriller",5.0,1469
en,Bitch,0.84,6,10.0,1,82.0,"Adventure,Comedy,Drama",6.6,9
en,Bitch,0.84,6,10.0,1,93.0,"Comedy,Drama,Thriller",5.0,1469
en,Speech & Debate,3.268,4,5.9,43,105.0,"Comedy,Drama",6.0,1065
en,Blame,3.25,1,5.9,39,89.0,"Drama,Thriller",5.7,583
en,Blame,3.25,1,5.9,39,100.0,Drama,5.8,1908
en,Eating Animals,3.247,6,7.0,7,94.0,Documentary,7.2,624
en,iGirlfriend,3.242,1,4.0,4,85.0,Comedy,2.7,200
en,Get Big,3.238,9,5.3,3,86.0,"Comedy,Drama",7.7,1592
en,Abe & Phil's Last Poker Game,3.227,1,7.3,6,85.0,"Comedy,Drama",5.6,186
en,Gray Matter,3.207,4,5.7,6,85.0,Sci-Fi,3.1,234
en,Blurred Lines: Inside the Art World,3.205,4,6.2,5,84.0,Documentary,6.3,263
en,The Female Brain,3.201,6,5.7,33,98.0,Comedy,5.7,1993
en,Inoperable,3.179,12,4.3,13,85.0,Horror,3.9,433
en,Sleepwalker,3.14,10,4.6,24,88.0,Thriller,5.0,603
en,The Trip to Spain,3.128,4,6.7,43,108.0,"Comedy,Drama",6.6,3980
en,Lost Cat Corona,3.112,2,5.3,6,85.0,Comedy,4.7,306
en,Death House,3.093,2,3.1,16,95.0,"Action,Crime,Horror",3.0,902
en,Mobile Homes,3.088,11,6.7,11,105.0,Drama,6.0,609
en,Austin Found,3.085,7,7.3,6,104.0,"Comedy,Drama",5.2,548
en,Ghosts of Darkness,3.081,3,6.0,15,82.0,Horror,5.4,892
en,Unacknowledged,3.068,5,6.3,53,100.0,Documentary,7.1,4874
en,Class Rank,3.051,4,7.2,15,108.0,"Comedy,Family,Romance",6.5,946
en,Cherry Pop,3.051,9,5.5,45,79.0,"Comedy,Musical",4.4,1154
en,A Question of Faith,3.037,9,7.3,23,104.0,Drama,5.5,825
en,Chasing Coral,3.034,3,8.2,47,93.0,Documentary,8.1,3162
en,The Girl Who Invented Kissing,3.032,4,5.8,7,106.0,"Drama,Family,Romance",6.2,433
en,The China Hustle,3.02,3,7.8,28,82.0,Documentary,7.1,1635
es,El fin de ETA,3.014,4,7.0,3,107.0,Documentary,7.0,308
en,Hello Again,2.984,11,5.7,9,105.0,"Drama,Music,Musical",5.1,305
en,The Snare,2.978,1,4.2,28,90.0,"Horror,Thriller",4.6,4165
en,My Pet Dinosaur,2.963,11,5.4,34,98.0,"Action,Adventure,Family",4.0,957
en,Check Point,2.962,3,4.0,10,97.0,"Action,Thriller,War",3.3,804
en,The House of Tomorrow,2.955,4,6.6,17,64.0,Documentary,6.8,24
en,The House of Tomorrow,2.955,4,6.6,17,85.0,"Comedy,Drama",6.2,1074
en,Talon Falls,2.946,10,4.2,15,75.0,Horror,4.4,553
en,Alien Reign of Man,2.931,8,3.7,6,84.0,Sci-Fi,2.6,426
en,1 Buck,2.917,9,4.8,12,90.0,"Drama,Thriller",6.0,2292
en,Monsoon,2.909,11,6.0,1,108.0,"Documentary,Drama,News",7.2,64
en,Monsoon,2.909,11,6.0,1,100.0,"Drama,Romance",7.9,73
en,Monsoon,2.909,11,6.0,1,106.0,"Comedy,Drama,Romance",3.3,55
en,Hollow in the Land,2.907,12,5.5,28,92.0,"Drama,Mystery,Thriller",5.6,1235
en,The Litch,2.89,12,1.0,1,90.0,Horror,3.0,76
en,Nobody Speak: Trials of the Free Press,2.886,1,6.0,30,95.0,Documentary,6.5,3103
en,Clowntergeist,2.86,9,3.5,24,80.0,"Crime,Horror,Thriller",3.0,509
pt,O Filme da Minha Vida,2.856,11,7.7,62,113.0,Drama,7.3,1265
en,Pup Star: Better 2Gether,2.856,8,7.2,6,92.0,Family,4.8,124
en,Del Playa,2.825,7,2.6,5,101.0,"Horror,Thriller",4.0,250
de,Schneeflöckchen,2.824,11,7.0,15,121.0,"Action,Comedy,Crime",6.5,790
en,The Pale Man,2.824,6,3.4,5,98.0,"Mystery,Thriller",4.4,218
en,Dark Web,2.82,10,4.7,9,72.0,Horror,3.5,281
en,Dead Ant,2.815,10,6.0,5,87.0,"Adventure,Comedy,Horror",4.9,335
en,Residue,2.812,7,6.1,14,102.0,"Drama,Horror,Mystery",5.4,2042
en,Residue,2.812,7,6.1,14,82.0,"Action,Horror,Thriller",5.4,871
en,Joseph and Mary,2.811,1,5.3,4,82.0,Drama,4.1,142
en,Get the Girl,2.809,1,5.3,23,87.0,"Action,Comedy,Crime",5.0,1012
en,LA 92,2.806,4,8.3,23,114.0,"Documentary,History",8.2,2466
en,Black Site Delta,2.796,5,5.8,18,87.0,Action,3.8,806
en,The Spearhead Effect,2.79,1,7.5,6,90.0,Thriller,4.7,237
en,The Archer,2.788,3,5.5,36,86.0,"Drama,Thriller",5.1,338
en,Nude,2.783,10,5.7,5,103.0,"Biography,Drama",4.8,183
en,Nude,2.783,10,5.7,5,94.0,Documentary,5.8,238
en,The Houses October Built 2,2.779,9,4.9,33,101.0,Horror,4.5,1258
en,VooDoo,2.778,2,4.3,15,83.0,Horror,5.0,1173
en,Lost in Florence,2.777,1,5.0,30,97.0,"Adventure,Drama,Romance",5.1,626
en,WTF!,2.768,8,4.5,20,80.0,Horror,3.9,701
en,Desolation,2.766,12,4.3,12,90.0,Thriller,4.1,362
en,Desolation,2.766,12,4.3,12,78.0,"Drama,Horror,Thriller",4.5,852
en,Desolation,1.098,1,5.0,5,90.0,Thriller,4.1,362
en,Desolation,1.098,1,5.0,5,78.0,"Drama,Horror,Thriller",4.5,852
en,Lane 1974,2.75,3,8.0,6,79.0,"Adventure,Biography,Drama",6.0,211
en,The Covenant,2.733,2,4.4,14,99.0,Musical,6.2,5
en,The Covenant,2.733,2,4.4,14,90.0,Horror,5.2,1359
en,Pray for Rain,2.725,6,5.4,23,92.0,"Drama,Mystery,Thriller",5.1,689
en,Replace,2.723,6,5.2,16,101.0,"Horror,Sci-Fi,Thriller",4.7,682
en,The Fast and the Fierce,2.719,4,5.5,10,86.0,"Action,Adventure,Thriller",2.4,507
en,Across the Line,2.715,8,5.0,5,87.0,Drama,4.9,338
en,Losing Sight of Shore,2.711,4,7.5,11,92.0,"Adventure,Documentary,Sport",7.4,455
nl,Prooi,2.704,4,5.5,24,107.0,"Comedy,Horror,Thriller",5.1,1205
en,Salt and Fire,2.699,4,4.7,31,98.0,Thriller,4.2,1989
en,The Green Fog,2.694,1,6.7,3,63.0,Mystery,7.0,392
en,Sylvio,2.691,3,6.5,4,80.0,"Comedy,Drama,Fantasy",6.2,252
en,The Atoning,2.682,2,4.8,17,89.0,"Drama,Horror,Thriller",4.2,645
en,Devil's Domain,2.682,5,2.7,12,93.0,Horror,3.4,293
en,The Body Tree,2.665,11,6.3,8,97.0,"Horror,Thriller",3.8,356
en,Something Like Summer,2.641,2,6.0,26,115.0,"Drama,Musical,Romance",5.8,781
pt,O Matador,2.64,11,6.2,39,99.0,Western,6.0,1671
en,Serpent,2.622,6,5.6,14,85.0,Thriller,4.5,574
en,Amanda & Jack Go Glamping,2.604,11,4.5,11,94.0,"Comedy,Drama,Romance",4.4,491
en,Fatal Crossing,2.593,11,10.0,1,95.0,Drama,3.7,111
en,An Accidental Zombie (Named Ted),2.593,11,4.0,4,83.0,"Comedy,Horror,Romance",4.0,126
en,One of Us,2.589,3,4.8,19,86.0,"Drama,Horror,Mystery",4.2,498
en,One of Us,2.589,3,4.8,19,95.0,Documentary,7.1,3435
en,One of Us,1.668,10,7.2,38,86.0,"Drama,Horror,Mystery",4.2,498
en,One of Us,1.668,10,7.2,38,95.0,Documentary,7.1,3435
en,Woodshock,2.587,9,4.8,24,100.0,"Drama,Thriller",4.2,1230
en,Secrets of Deception,2.583,2,7.0,3,76.0,"Action,Crime,Drama",4.2,225
en,Camp Cool Kids,2.554,7,6.1,12,104.0,Family,4.7,324
en,The Ice Cream Truck,2.552,1,4.3,19,96.0,"Comedy,Horror,Mystery",5.2,1622
de,Axolotl Overkill,2.55,1,7.2,15,94.0,Drama,5.3,528
en,Zoo,2.55,6,6.6,17,84.0,"Action,Comedy",4.2,12
en,Zoo,2.55,6,6.6,17,120.0,Drama,7.2,23
en,Zoo,2.55,6,6.6,17,97.0,"Family,History,War",6.7,630
en,Zoo,2.55,6,6.6,17,95.0,"Comedy,Drama,Horror",5.4,330
en,Heartthrob,2.546,10,5.6,45,86.0,"Drama,Romance,Thriller",5.5,1885
en,Agent,2.531,2,6.2,6,80.0,"Action,Sci-Fi,Thriller",4.6,499
et,November,2.519,2,7.6,38,115.0,"Drama,Fantasy,Horror",7.2,2455
en,A Very Sordid Wedding,2.506,3,5.8,6,109.0,Comedy,5.4,1227
en,Human Flow,2.503,10,7.1,41,140.0,Documentary,6.9,1980
en,Central Park,2.502,6,4.3,4,90.0,"Horror,Thriller",3.9,295
en,Breakable You,2.498,1,4.6,8,120.0,"Comedy,Drama",5.4,225
en,Deuces,2.485,4,5.0,16,87.0,"Action,Crime,Drama",5.9,742
en,That's Not Me,2.484,2,6.3,8,85.0,Comedy,5.5,480
en,Filmworker,2.47,5,7.1,22,94.0,"Biography,Documentary",7.5,1790
fr,Une vie,2.467,5,5.3,29,119.0,Drama,6.5,806
en,Dating My Mother,2.466,6,4.0,3,88.0,Comedy,4.9,228
en,Perfect Bid: The Contestant Who Knew Too Much,2.464,10,6.5,25,72.0,"Documentary,History",6.6,1454
en,Industrial Accident: The Story of Wax Trax! Records,2.458,9,9.0,1,95.0,"Biography,Documentary,History",8.4,50
en,England Is Mine,2.454,8,6.0,32,94.0,"Biography,Drama,Music",5.9,2394
en,Raised by Wolves,2.446,3,3.6,5,76.0,Horror,3.8,285
en,Charged: The Eduardo Garcia Story,2.442,11,6.7,3,86.0,"Action,Adventure,Biography",7.3,240
en,Porto,2.44,3,6.1,13,76.0,"Drama,Romance",6.2,1370
en,The Raking,2.435,3,5.5,10,97.0,Horror,3.3,343
en,Shepherds and Butchers,2.428,1,6.8,32,106.0,Drama,6.8,2036
en,Happy Hunting,2.428,9,5.3,33,91.0,"Horror,Western",5.1,1992
en,The Student,2.418,3,6.1,9,90.0,Thriller,4.5,448
en,Agnelli,2.406,12,7.5,12,110.0,Documentary,7.6,414
en,High-Rise Rescue,2.392,8,4.6,9,87.0,"Action,Drama",5.0,134
en,The Last Scout,2.389,7,4.0,19,107.0,Sci-Fi,4.7,1365
en,The Light of the Moon,2.383,3,6.9,19,90.0,Drama,6.3,637
en,London Road,2.38,2,6.5,15,91.0,"Musical,Mystery,Thriller",5.3,1719
en,American Exorcism,2.376,5,4.4,7,92.0,Horror,3.1,197
en,Car Dogs,2.356,3,4.6,7,104.0,"Comedy,Drama",5.1,429
fr,Marie Curie,2.344,6,4.9,31,100.0,"Biography,Drama,Romance",5.6,854
en,Cabin 28,2.344,8,4.3,15,83.0,Horror,3.3,672
en,Catching Feelings,2.341,6,5.7,6,124.0,"Comedy,Drama,Romance",5.5,362
en,Curvature,2.335,11,4.8,19,90.0,"Mystery,Sci-Fi,Thriller",4.9,1397
en,Mercy Christmas,2.332,11,5.0,8,83.0,"Action,Comedy,Horror",4.8,345
en,Retina,2.32,12,6.3,3,87.0,"Drama,Thriller",5.6,613
en,Bad Kids of Crestview Academy,2.318,1,5.2,25,100.0,"Action,Comedy,Thriller",6.1,2409
en,Miss Me This Christmas,2.318,11,5.0,16,87.0,"Comedy,Romance",4.2,323
en,The Wake,2.314,7,4.7,10,86.0,Horror,2.6,219
en,The Honor Farm,2.313,3,4.5,6,74.0,Thriller,3.7,264
en,Like Me,2.292,1,6.1,17,80.0,"Crime,Drama,Horror",5.4,705
en,Taken Heart,2.282,1,3.5,12,88.0,"Action,Crime,Drama",4.1,420
en,7 Witches,2.267,4,4.8,21,75.0,"Horror,Thriller",3.6,635
en,Galaxy of Horrors,2.262,3,5.0,22,105.0,"Horror,Sci-Fi",4.7,582
en,Walk with Me,2.241,3,5.9,21,94.0,Documentary,6.2,708
en,Boston,2.24,4,7.9,19,114.0,Documentary,7.4,88
en,A Crooked Somebody,2.239,10,7.7,3,102.0,"Drama,Thriller",6.2,541
en,A Happening of Monumental Proportions,2.224,5,5.2,5,81.0,Comedy,4.6,385
fr,Premiers crus,2.219,7,6.0,21,97.0,Drama,5.7,341
en,And Then I Go,2.212,6,6.3,14,99.0,Drama,6.2,632
en,Amityville Exorcism,2.202,1,4.1,17,77.0,Horror,5.7,1899
en,We Don't Belong Here,2.197,4,6.9,15,92.0,"Drama,Mystery",5.0,567
en,#TAKEMEANYWHERE,2.196,5,3.0,2,44.0,"Adventure,Documentary",7.8,44
en,Grey Lady,2.194,4,4.8,12,107.0,"Crime,Drama,Mystery",4.3,696
en,Mr. Roosevelt,2.19,7,6.1,29,90.0,Comedy,6.2,1875
en,True to the Game,2.189,9,4.9,21,108.0,Drama,5.1,491
cs,Bába z ledu,2.186,4,4.0,3,106.0,"Comedy,Drama,Romance",6.8,462
en,The Skyjacker's Tale,2.183,6,6.0,4,75.0,Documentary,6.1,66
en,Apple of My Eye,2.181,1,6.3,6,84.0,Family,5.6,275
